Name,Type,Bedrooms,Levels,Comment,Zone,Item1,Item2,Unit,Value
,,,,,,,,,
Box,Box,1,1,For_Jon,Living,x,Coord,m,0
,,,,,Living,y,Coord,m,0
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,8
,,,,,Living,L2,Length,m,4
,,,,,Living,h,Height,m,2.7
,,,,,Living,L4,Glazing,fraction,0.3
,,,,,Attic,x,Coord,m,0
,,,,,Attic,y,Coord,m,0
,,,,,Attic,z,Coord,m,2.7
,,,,,Attic,L1,Length,m,8
,,,,,Attic,L2,Length,m,4
,,,,,Attic,h,Height,m,2
,,,,,Attic,L2,Pitch,fraction,0
,,,,,,,,,
End-Terrace,End_Terrace_Loft,3,2,AWESOME,Living,x,Coord,m,1.8
,,,,,Living,y,Coord,m,3.4
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,4.2
,,,,,Living,L2,Length,m,3.4
,,,,,Living,h,Height,m,2.4
,,,,,Living,L4,Door,Zone,Hall
,,,,,Living,L3,Glazing,fraction,0.45
,,,,,Living,L2,Party,Flag,1
,,,,,Staircase,x,Coord,m,0
,,,,,Staircase,y,Coord,m,4.3
,,,,,Staircase,z,Coord,m,0
,,,,,Staircase,L1,Length,m,1.025
,,,,,Staircase,L2,Length,m,2.15
,,,,,Staircase,h,Height,m,4.8
,,,,,Staircase,L3,Door,Zone,Hall
,,,,,Dining,x,Coord,m,3.2
,,,,,Dining,y,Coord,m,7.5
,,,,,Dining,z,Coord,m,0
,,,,,Dining,L1,Length,m,2.8
,,,,,Dining,L2,Length,m,4.1
,,,,,Dining,h,Height,m,2.4
,,,,,Dining,L1,Glazing,fraction,0.375
,,,,,Dining,L4,Door,Zone,Hall
,,,,,Dining,L2,Party,Flag,1
,,,,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,7.5
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,3.2
,,,,,Kitchen,L2,Length,m,3.2
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L3,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.3
,,,,,Hall,x,Coord,m,0
,,,,,Hall,y,Coord,m,2.15
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,1.8
,,,,,Hall,L2,Length,m,2.15
,,,,,Hall,h,Height,m,2.4
,,,,,Hall+,J,Join,Zone,Hall
,,,,,Hall+,x,Coord,m,1.025
,,,,,Hall+,y,Coord,m,3.4
,,,,,Hall+,z,Coord,m,0
,,,,,Hall+,L1,Length,m,0.775
,,,,,Hall+,L2,Length,m,1.25
,,,,,Hall+,h,Height,m,2.4
,,,,,Hall++,x,Coord,m,1.025
,,,,,Hall++,y,Coord,m,4.3
,,,,,Hall++,z,Coord,m,0
,,,,,Hall++,L1,Length,m,2.175
,,,,,Hall++,L2,Length,m,0.9
,,,,,Hall++,h,Height,m,2.4
,,,,,Hall++,J,Join,Zone,Hall
,,,,,Bath1,x,Coord,m,0
,,,,,Bath1,y,Coord,m,2.15
,,,,,Bath1,z,Coord,m,2.4
,,,,,Bath1,L1,Length,m,2.05
,,,,,Bath1,L2,Length,m,2.15
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L3,Glazing,fraction,0.26
,,,,,Bath1,L1,Door,Zone,TopHall
,,,,,Bedroom2,x,Coord,m,3.2
,,,,,Bedroom2,y,Coord,m,7.5
,,,,,Bedroom2,z,Coord,m,2.4
,,,,,Bedroom2,L1,Length,m,2.8
,,,,,Bedroom2,L2,Length,m,4.1
,,,,,Bedroom2,h,Height,m,2.4
,,,,,Bedroom2,L1,Glazing,fraction,0.375
,,,,,Bedroom2,L4,Door,Zone,TopHall
,,,,,Bedroom2,L2,Party,Flag,1
,,,,,Bedroom1,x,Coord,m,2.05
,,,,,Bedroom1,y,Coord,m,3.4
,,,,,Bedroom1,z,Coord,m,2.4
,,,,,Bedroom1,L1,Length,m,3.95
,,,,,Bedroom1,L2,Length,m,3.4
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L3,Glazing,fraction,0.475
,,,,,Bedroom1,L2,Party,Flag,1
,,,,,Bedroom3,x,Coord,m,0
,,,,,Bedroom3,y,Coord,m,7.5
,,,,,Bedroom3,z,Coord,m,2.4
,,,,,Bedroom3,L1,Length,m,3.2
,,,,,Bedroom3,L2,Length,m,3.2
,,,,,Bedroom3,h,Height,m,2.4
,,,,,Bedroom3,L1,Glazing,fraction,0.35
,,,,,Bedroom3,L3,Door,Zone,TopHall
,,,,,Bedroom1,L4,Door,Zone,TopHall
,,,,,TopHall,x,Coord,m,1.025
,,,,,TopHall,y,Coord,m,3.4
,,,,,TopHall,z,Coord,m,2.4
,,,,,TopHall,L1,Length,m,1.025
,,,,,TopHall,L2,Length,m,1.25
,,,,,TopHall,h,Height,m,2.4
,,,,,TopHall+,x,Coord,m,1.025
,,,,,TopHall+,y,Coord,m,4.3
,,,,,TopHall+,z,Coord,m,2.4
,,,,,TopHall+,L1,Length,m,2.175
,,,,,TopHall+,L2,Length,m,0.9
,,,,,TopHall+,h,Height,m,2.4
,,,,,TopHall+,J,Join,Zone,TopHall
,,,,,Staircase,L2,Door,Zone,TopHall
,,,,,Attic,x,Coord,m,0
,,,,,Attic,y,Coord,m,7.5
,,,,,Attic,z,Coord,m,4.8
,,,,,Attic,L1,Length,m,6
,,,,,Attic,L2,Length,m,7.5
,,,,,Attic,h,Height,m,2
,,,,,Attic,L2,Party,Flag,1
,,,,,Attic,L1,Pitch,fraction,0
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,7.5
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,6
,,,,,Cellar,L2,Length,m,7.5
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L2,Party,Flag,1
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Mid-Terrace,Mid_Terrace_Loft,3,2,AWESOME,Living,x,Coord,m,1.8
,,,,,Living,y,Coord,m,3.4
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,4.2
,,,,,Living,L2,Length,m,3.4
,,,,,Living,h,Height,m,2.4
,,,,,Living,L4,Door,Zone,Hall
,,,,,Living,L3,Glazing,fraction,0.45
,,,,,Living,L2,Party,Flag,1
,,,,,Staircase,x,Coord,m,0
,,,,,Staircase,y,Coord,m,4.3
,,,,,Staircase,z,Coord,m,0
,,,,,Staircase,L1,Length,m,1.025
,,,,,Staircase,L2,Length,m,2.15
,,,,,Staircase,h,Height,m,4.8
,,,,,Staircase,L4,Party,Flag,1
,,,,,Staircase,L3,Door,Zone,Hall
,,,,,Dining,x,Coord,m,3.2
,,,,,Dining,y,Coord,m,7.5
,,,,,Dining,z,Coord,m,0
,,,,,Dining,L1,Length,m,2.8
,,,,,Dining,L2,Length,m,4.1
,,,,,Dining,h,Height,m,2.4
,,,,,Dining,L1,Glazing,fraction,0.375
,,,,,Dining,L4,Door,Zone,Hall
,,,,,Dining,L2,Party,Flag,1
,,,,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,7.5
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,3.2
,,,,,Kitchen,L2,Length,m,3.2
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L4,Party,Flag,1
,,,,,Kitchen,L3,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.3
,,,,,Hall,x,Coord,m,0
,,,,,Hall,y,Coord,m,2.15
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,1.8
,,,,,Hall,L2,Length,m,2.15
,,,,,Hall,h,Height,m,2.4
,,,,,Hall,L4,Party,Flag,1
,,,,,Hall+,J,Join,Zone,Hall
,,,,,Hall+,x,Coord,m,1.025
,,,,,Hall+,y,Coord,m,3.4
,,,,,Hall+,z,Coord,m,0
,,,,,Hall+,L1,Length,m,0.775
,,,,,Hall+,L2,Length,m,1.25
,,,,,Hall+,h,Height,m,2.4
,,,,,Hall++,x,Coord,m,1.025
,,,,,Hall++,y,Coord,m,4.3
,,,,,Hall++,z,Coord,m,0
,,,,,Hall++,L1,Length,m,2.175
,,,,,Hall++,L2,Length,m,0.9
,,,,,Hall++,h,Height,m,2.4
,,,,,Hall++,J,Join,Zone,Hall
,,,,,Bath1,x,Coord,m,0
,,,,,Bath1,y,Coord,m,2.15
,,,,,Bath1,z,Coord,m,2.4
,,,,,Bath1,L1,Length,m,2.05
,,,,,Bath1,L2,Length,m,2.15
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L4,Party,Flag,1
,,,,,Bath1,L3,Glazing,fraction,0.26
,,,,,Bath1,L1,Door,Zone,TopHall
,,,,,Bedroom2,x,Coord,m,3.2
,,,,,Bedroom2,y,Coord,m,7.5
,,,,,Bedroom2,z,Coord,m,2.4
,,,,,Bedroom2,L1,Length,m,2.8
,,,,,Bedroom2,L2,Length,m,4.1
,,,,,Bedroom2,h,Height,m,2.4
,,,,,Bedroom2,L1,Glazing,fraction,0.375
,,,,,Bedroom2,L4,Door,Zone,TopHall
,,,,,Bedroom2,L2,Party,Flag,1
,,,,,Bedroom1,x,Coord,m,2.05
,,,,,Bedroom1,y,Coord,m,3.4
,,,,,Bedroom1,z,Coord,m,2.4
,,,,,Bedroom1,L1,Length,m,3.95
,,,,,Bedroom1,L2,Length,m,3.4
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L3,Glazing,fraction,0.475
,,,,,Bedroom1,L4,Door,Zone,TopHall
,,,,,Bedroom1,L2,Party,Flag,1
,,,,,Bedroom3,x,Coord,m,0
,,,,,Bedroom3,y,Coord,m,7.5
,,,,,Bedroom3,z,Coord,m,2.4
,,,,,Bedroom3,L1,Length,m,3.2
,,,,,Bedroom3,L2,Length,m,3.2
,,,,,Bedroom3,h,Height,m,2.4
,,,,,Bedroom3,L1,Glazing,fraction,0.35
,,,,,Bedroom3,L4,Party,Flag,1
,,,,,Bedroom3,L3,Door,Zone,TopHall
,,,,,TopHall,x,Coord,m,1.025
,,,,,TopHall,y,Coord,m,3.4
,,,,,TopHall,z,Coord,m,2.4
,,,,,TopHall,L1,Length,m,1.025
,,,,,TopHall,L2,Length,m,1.25
,,,,,TopHall,h,Height,m,2.4
,,,,,TopHall+,x,Coord,m,1.025
,,,,,TopHall+,y,Coord,m,4.3
,,,,,TopHall+,z,Coord,m,2.4
,,,,,TopHall+,L1,Length,m,2.175
,,,,,TopHall+,L2,Length,m,0.9
,,,,,TopHall+,h,Height,m,2.4
,,,,,TopHall+,J,Join,Zone,TopHall
,,,,,Staircase,L2,Door,Zone,TopHall
,,,,,Attic,x,Coord,m,0
,,,,,Attic,y,Coord,m,7.5
,,,,,Attic,z,Coord,m,4.8
,,,,,Attic,L1,Length,m,6
,,,,,Attic,L2,Length,m,7.5
,,,,,Attic,h,Height,m,2
,,,,,Attic,L2,Party,Flag,1
,,,,,Attic,L4,Party,Flag,1
,,,,,Attic,L1,Pitch,fraction,0
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,7.5
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,6
,,,,,Cellar,L2,Length,m,7.5
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L2,Party,Flag,1
,,,,,Cellar,L4,Party,Flag,1
,,,,,,,,,
,,,,,,,,,
Semi,Semi_Detached_Loft,3,2,AWESOME,Living,x,Coord,m,1.9
,,,,,Living,y,Coord,m,3.4
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,4.4
,,,,,Living,L2,Length,m,3.4
,,,,,Living,h,Height,m,2.6
,,,,,Living,L4,Door,Zone,Hall
,,,,,Living,L3,Glazing,fraction,0.23
,,,,,Living,L2,Party,Flag,1
,,,,,Staircase,x,Coord,m,0
,,,,,Staircase,y,Coord,m,4.59
,,,,,Staircase,z,Coord,m,0
,,,,,Staircase,L1,Length,m,1.075
,,,,,Staircase,L2,Length,m,1.59
,,,,,Staircase,h,Height,m,5.2
,,,,,Staircase,L3,Door,Zone,Hall
,,,,,Dining,x,Coord,m,3.2
,,,,,Dining,y,Coord,m,8.19
,,,,,Dining,z,Coord,m,0
,,,,,Dining,L1,Length,m,3.1
,,,,,Dining,L2,Length,m,4.79
,,,,,Dining,h,Height,m,2.6
,,,,,Dining,L1,Glazing,fraction,0.23
,,,,,Dining,L4,Door,Zone,Hall
,,,,,Dining,L2,Party,Flag,1
,,,,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,8.19
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,3.2
,,,,,Kitchen,L2,Length,m,3.6
,,,,,Kitchen,h,Height,m,2.6
,,,,,Kitchen,L3,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.23
,,,,,Hall,x,Coord,m,0
,,,,,Hall,y,Coord,m,3
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,1.9
,,,,,Hall,L2,Length,m,3
,,,,,Hall,h,Height,m,2.6
,,,,,Hall+,J,Join,Zone,Hall
,,,,,Hall+,x,Coord,m,1.075
,,,,,Hall+,y,Coord,m,4.59
,,,,,Hall+,z,Coord,m,0
,,,,,Hall+,L1,Length,m,0.825
,,,,,Hall+,L2,Length,m,1.59
,,,,,Hall+,h,Height,m,2.6
,,,,,Hall++,x,Coord,m,1.9
,,,,,Hall++,y,Coord,m,4.59
,,,,,Hall++,z,Coord,m,0
,,,,,Hall++,L1,Length,m,1.3
,,,,,Hall++,L2,Length,m,1.19
,,,,,Hall++,h,Height,m,2.6
,,,,,Hall++,J,Join,Zone,Hall
,,,,,Hall,L4,Glazing,fraction,0.23
,,,,,Bath1,x,Coord,m,0
,,,,,Bath1,y,Coord,m,8.19
,,,,,Bath1,z,Coord,m,2.6
,,,,,Bath1,L1,Length,m,2.5125
,,,,,Bath1,L2,Length,m,2.7
,,,,,Bath1,h,Height,m,2.6
,,,,,Bath1,L1,Glazing,fraction,0.23
,,,,,Bath1,L3,Door,Zone,TopHall
,,,,,Bedroom2,x,Coord,m,2.5125
,,,,,Bedroom2,y,Coord,m,8.19
,,,,,Bedroom2,z,Coord,m,2.6
,,,,,Bedroom2,L1,Length,m,3.7875
,,,,,Bedroom2,L2,Length,m,3.6
,,,,,Bedroom2,h,Height,m,2.6
,,,,,Bedroom2,L1,Glazing,fraction,0.23
,,,,,Bedroom2,L4,Door,Zone,TopHall
,,,,,Bedroom2,L2,Party,Flag,1
,,,,,Bedroom1,x,Coord,m,2.5125
,,,,,Bedroom1,y,Coord,m,4.59
,,,,,Bedroom1,z,Coord,m,2.6
,,,,,Bedroom1,L1,Length,m,3.7875
,,,,,Bedroom1,L2,Length,m,4.59
,,,,,Bedroom1,h,Height,m,2.6
,,,,,Bedroom1,L3,Glazing,fraction,0.23
,,,,,Bedroom1,L2,Party,Flag,1
,,,,,Bedroom1,L4,Door,Zone,TopHall
,,,,,Bedroom3,x,Coord,m,0
,,,,,Bedroom3,y,Coord,m,3
,,,,,Bedroom3,z,Coord,m,2.6
,,,,,Bedroom3,L1,Length,m,2.5125
,,,,,Bedroom3,L2,Length,m,3
,,,,,Bedroom3,h,Height,m,2.6
,,,,,Bedroom3,L3,Glazing,fraction,0.23
,,,,,Bedroom3,L1,Door,Zone,TopHall
,,,,,TopHall,x,Coord,m,1.075
,,,,,TopHall,y,Coord,m,4.59
,,,,,TopHall,z,Coord,m,2.6
,,,,,TopHall,L1,Length,m,1.4375
,,,,,TopHall,L2,Length,m,1.59
,,,,,TopHall,h,Height,m,2.6
,,,,,TopHall,L4,Glazing,fraction,0.23
,,,,,TopHall+,x,Coord,m,0
,,,,,TopHall+,y,Coord,m,5.49
,,,,,TopHall+,z,Coord,m,2.6
,,,,,TopHall+,L1,Length,m,2.5125
,,,,,TopHall+,L2,Length,m,0.9
,,,,,TopHall+,h,Height,m,2.6
,,,,,TopHall+,J,Join,Zone,TopHall
,,,,,Staircase,L1,Door,Zone,TopHall
,,,,,Attic,x,Coord,m,0
,,,,,Attic,y,Coord,m,8.19
,,,,,Attic,z,Coord,m,5.2
,,,,,Attic,L1,Length,m,6.3
,,,,,Attic,L2,Length,m,8.19
,,,,,Attic,h,Height,m,2
,,,,,Attic,L2,Party,Flag,1
,,,,,Attic,L1,Pitch,fraction,0
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,8.19
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,6.3
,,,,,Cellar,L2,Length,m,8.19
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar,L2,Party,Flag,1
,,,,,,,,,
,,,,,,,,,
Detached,Detached_Loft,4,2,AWESOME,Living,x,Coord,m,0
,,,,,Living,y,Coord,m,5.2
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,4
,,,,,Living,L2,Length,m,5.2
,,,,,Living,h,Height,m,2.4
,,,,,Living,L2,Door,Zone,Staircase
,,,,,Living,L3,Glazing,fraction,0.24
,,,,,Living,L4,Glazing,fraction,0.08
,,,,,Staircase,x,Coord,m,4
,,,,,Staircase,y,Coord,m,3.8
,,,,,Staircase,z,Coord,m,0
,,,,,Staircase,L1,Length,m,1
,,,,,Staircase,L2,Length,m,3.8
,,,,,Staircase,h,Height,m,4.8
,,,,,Staircase,L2,Door,Zone,Hall
,,,,,Hall,x,Coord,m,5
,,,,,Hall,y,Coord,m,3.8
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,2
,,,,,Hall,L2,Length,m,3.8
,,,,,Hall,h,Height,m,2.4
,,,,,Hall+,x,Coord,m,6
,,,,,Hall+,y,Coord,m,5.2
,,,,,Hall+,z,Coord,m,0
,,,,,Hall+,L1,Length,m,1
,,,,,Hall+,L2,Length,m,1.4
,,,,,Hall+,h,Height,m,2.4
,,,,,Utility,x,Coord,m,4
,,,,,Utility,y,Coord,m,7.6
,,,,,Utility,z,Coord,m,0
,,,,,Utility,L1,Length,m,3
,,,,,Utility,L2,Length,m,2.4
,,,,,Utility,h,Height,m,2.4
,,,,,Loo,x,Coord,m,4
,,,,,Loo,y,Coord,m,5.2
,,,,,Loo,z,Coord,m,0
,,,,,Loo,L1,Length,m,2
,,,,,Loo,L2,Length,m,1.4
,,,,,Loo,h,Height,m,2.4
,,,,,Utility,L3,Door,Zone,Hall
,,,,,Kitchen,L4,Door,Zone,Hall
,,,,,Loo,L2,Door,Zone,Hall
,,,,,Hall+,J,Join,Zone,Hall
,,,,,Kitchen,x,Coord,m,7
,,,,,Kitchen,y,Coord,m,7.6
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,3.6
,,,,,Kitchen,L2,Length,m,3.8
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L1,Glazing,fraction,0.21
,,,,,Dining,x,Coord,m,7
,,,,,Dining,y,Coord,m,3.8
,,,,,Dining,z,Coord,m,0
,,,,,Dining,L1,Length,m,3.6
,,,,,Dining,L2,Length,m,3.8
,,,,,Dining,h,Height,m,2.4
,,,,,Dining,L3,Glazing,fraction,0.27
,,,,,Dining,L4,Door,Zone,Hall
,,,,,Bedroom1,x,Coord,m,0
,,,,,Bedroom1,y,Coord,m,3.6
,,,,,Bedroom1,z,Coord,m,2.4
,,,,,Bedroom1,L1,Length,m,4
,,,,,Bedroom1,L2,Length,m,3.6
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L3,Glazing,fraction,0.24
,,,,,Bedroom1,L4,Glazing,fraction,0.12
,,,,,Bedroom1,L1,Door,Zone,Ensuite
,,,,,Bedroom1,L2,Door,Zone,Staircase
,,,,,Ensuite,x,Coord,m,0
,,,,,Ensuite,y,Coord,m,5.2
,,,,,Ensuite,z,Coord,m,2.4
,,,,,Ensuite,L1,Length,m,4
,,,,,Ensuite,L2,Length,m,1.6
,,,,,Ensuite,h,Height,m,2.4
,,,,,Ensuite,L1,Glazing,fraction,0.067
,,,,,TopHall+,x,Coord,m,5
,,,,,TopHall+,y,Coord,m,2.5
,,,,,TopHall+,z,Coord,m,2.4
,,,,,TopHall+,L1,Length,m,1.2
,,,,,TopHall+,L2,Length,m,2.5
,,,,,TopHall+,h,Height,m,2.4
,,,,,TopHall,L3,Glazing,fraction,0.1444
,,,,,TopHall,x,Coord,m,5
,,,,,TopHall,y,Coord,m,3.8
,,,,,TopHall,z,Coord,m,2.4
,,,,,TopHall,L1,Length,m,3
,,,,,TopHall,L2,Length,m,1.3
,,,,,TopHall,h,Height,m,2.4
,,,,,TopHall,L4,Door,Zone,Staircase
,,,,,TopHall+,J,Join,Zone,TopHall
,,,,,TopHall++,x,Coord,m,7
,,,,,TopHall++,y,Coord,m,4.3
,,,,,TopHall++,z,Coord,m,2.4
,,,,,TopHall++,L1,Length,m,1
,,,,,TopHall++,L2,Length,m,0.5
,,,,,TopHall++,h,Height,m,2.4
,,,,,TopHall++,J,Join,Zone,TopHall
,,,,,Bedroom2,x,Coord,m,6.2
,,,,,Bedroom2,y,Coord,m,2.5
,,,,,Bedroom2,z,Coord,m,2.4
,,,,,Bedroom2,L1,Length,m,4.4
,,,,,Bedroom2,L2,Length,m,2.5
,,,,,Bedroom2,h,Height,m,2.4
,,,,,Bedroom2,L3,Glazing,fraction,0.22
,,,,,Bedroom2,L1,Door,Zone,TopHall
,,,,,Bedroom3,x,Coord,m,7
,,,,,Bedroom3,y,Coord,m,7.6
,,,,,Bedroom3,z,Coord,m,2.4
,,,,,Bedroom3,L1,Length,m,3.6
,,,,,Bedroom3,L2,Length,m,3.3
,,,,,Bedroom3,h,Height,m,2.4
,,,,,Bedroom3,L1,Glazing,fraction,0.21
,,,,,Bedroom3,L3,Door,Zone,TopHall
,,,,,Bedroom4,x,Coord,m,4
,,,,,Bedroom4,y,Coord,m,7.6
,,,,,Bedroom4,z,Coord,m,2.4
,,,,,Bedroom4,L1,Length,m,3
,,,,,Bedroom4,L2,Length,m,3.8
,,,,,Bedroom4,h,Height,m,2.4
,,,,,Bedroom4,L3,Door,Zone,TopHall
,,,,,Bedroom4,L1,Glazing,fraction,0.25
,,,,,Bedroom4,L4,Glazing,fraction,0.114
,,,,,Bath1,x,Coord,m,8
,,,,,Bath1,y,Coord,m,4.3
,,,,,Bath1,z,Coord,m,2.4
,,,,,Bath1,L1,Length,m,2.6
,,,,,Bath1,L2,Length,m,1.8
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L4,Door,Zone,TopHall
,,,,,Bath1,L2,Glazing,fraction,0.24
,,,,,Loft,x,Coord,m,0
,,,,,Loft,y,Coord,m,5.2
,,,,,Loft,z,Coord,m,4.8
,,,,,Loft,L1,Length,m,10.6
,,,,,Loft,L2,Length,m,5.2
,,,,,Loft,h,Height,m,0.3
,,,,,Loft+,x,Coord,m,4
,,,,,Loft+,y,Coord,m,7.6
,,,,,Loft+,z,Coord,m,4.8
,,,,,Loft+,L1,Length,m,6.6
,,,,,Loft+,L2,Length,m,2.4
,,,,,Loft+,h,Height,m,0.3
,,,,,Loft+,J,Join,Zone,Loft
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,5.2
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,10.6
,,,,,Cellar,L2,Length,m,5.2
,,,,,Cellar,h,Height,m,0.3
,,,,,Cellar+,x,Coord,m,4
,,,,,Cellar+,y,Coord,m,7.6
,,,,,Cellar+,z,Coord,m,-0.3
,,,,,Cellar+,L1,Length,m,6.6
,,,,,Cellar+,L2,Length,m,2.4
,,,,,Cellar+,h,Height,m,0.3
,,,,,Cellar+,J,Join,Zone,Cellar
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Bungalow,Bungalow,3,2,AWESOME,Living,x,Coord,m,0
,,,,,Living,y,Coord,m,3.8
,,,,,Living,z,Coord,m,0
,,,,,Living,L1,Length,m,4.6
,,,,,Living,L2,Length,m,3.8
,,,,,Living,h,Height,m,2.4
,,,,,Living,L2,Door,Zone,Hall
,,,,,Living,L3,Glazing,fraction,0.34
,,,,,Living,L4,Glazing,fraction,0.26
,,,,,Hall,x,Coord,m,4.6
,,,,,Hall,y,Coord,m,3.8
,,,,,Hall,z,Coord,m,0
,,,,,Hall,L1,Length,m,2
,,,,,Hall,L2,Length,m,2.4
,,,,,Hall,h,Height,m,2.4
,,,,,Hall+,x,Coord,m,3.2
,,,,,Hall+,y,Coord,m,4.8
,,,,,Hall+,z,Coord,m,0
,,,,,Hall+,L1,Length,m,3.4
,,,,,Hall+,L2,Length,m,1
,,,,,Hall+,h,Height,m,2.4
,,,,,Hall+,J,Join,Zone,Hall
,,,,,Entrance,x,Coord,m,4.6
,,,,,Entrance,y,Coord,m,1.4
,,,,,Entrance,z,Coord,m,0
,,,,,Entrance,L1,Length,m,2
,,,,,Entrance,L2,Length,m,1.4
,,,,,Entrance,h,Height,m,2.4
,,,,,Entrance,L1,Door,Zone,Hall
,,,,,Bedroom1,x,Coord,m,6.6
,,,,,Bedroom1,y,Coord,m,3.6
,,,,,Bedroom1,z,Coord,m,0
,,,,,Bedroom1,L1,Length,m,3.4
,,,,,Bedroom1,L2,Length,m,3.6
,,,,,Bedroom1,h,Height,m,2.4
,,,,,Bedroom1,L4,Door,Zone,Hall
,,,,,Bedroom1,L2,Glazing,fraction,0.14
,,,,,Bedroom1,L3,Glazing,fraction,0.46
,,,,,Bedroom2,x,Coord,m,6.6
,,,,,Bedroom2,y,Coord,m,7
,,,,,Bedroom2,z,Coord,m,0
,,,,,Bedroom2,L1,Length,m,3.4
,,,,,Bedroom2,L2,Length,m,3.4
,,,,,Bedroom2,h,Height,m,2.4
,,,,,Bedroom2,L4,Door,Zone,Hall
,,,,,Bedroom2,L1,Glazing,fraction,0.43
,,,,,Kitchen,x,Coord,m,0
,,,,,Kitchen,y,Coord,m,7
,,,,,Kitchen,z,Coord,m,0
,,,,,Kitchen,L1,Length,m,3.2
,,,,,Kitchen,L2,Length,m,3.2
,,,,,Kitchen,h,Height,m,2.4
,,,,,Kitchen,L2,Door,Zone,Hall
,,,,,Kitchen,L1,Glazing,fraction,0.46
,,,,,Kitchen,L4,Glazing,fraction,0.47
,,,,,Bath1,x,Coord,m,4.6
,,,,,Bath1,y,Coord,m,7
,,,,,Bath1,z,Coord,m,0
,,,,,Bath1,L1,Length,m,2
,,,,,Bath1,L2,Length,m,2.2
,,,,,Bath1,h,Height,m,2.4
,,,,,Bath1,L3,Door,Zone,Hall
,,,,,Bath1,L1,Glazing,fraction,0.23
,,,,,CPD,x,Coord,m,3.2
,,,,,CPD,y,Coord,m,7
,,,,,CPD,z,Coord,m,0
,,,,,CPD,L1,Length,m,1.4
,,,,,CPD,L2,Length,m,2.2
,,,,,CPD,h,Height,m,2.4
,,,,,Attic,x,Coord,m,0
,,,,,Attic,y,Coord,m,7
,,,,,Attic,z,Coord,m,2.4
,,,,,Attic,L1,Length,m,10
,,,,,Attic,L2,Length,m,7
,,,,,Attic,h,Height,m,2
,,,,,Attic,L1,Pitch,fraction,0.75
,,,,,Cellar,x,Coord,m,0
,,,,,Cellar,y,Coord,m,7
,,,,,Cellar,z,Coord,m,-0.3
,,,,,Cellar,L1,Length,m,10
,,,,,Cellar,L2,Length,m,7
,,,,,Cellar,h,Height,m,0.3
,,,,,,,,,
,,,,,,,,,
CONVERTED_GF_AWESOME,,3,2,AWESOME,Bedroom1,x,Coord,m,0
,,,,,Bedroom1,y,Coord,m,4
,,,,,Bedroom1,z,Coord,m,0
,,,,,Bedroom1,L1,Length,m,3.8
,,,,,Bedroom1,L2,Length,m,4
